Initialzing...
Initializing data source...
Loading training data...
Data initialization complete.
Initializing model...
Model initialization complete.
Training START
iter 1:, hard_loss_metric=0.31420356, full_loss_metric=0.18958303, full_loss_num=225446.60937500, mean_dist=0.11891945, lr=0.000100, hard or full='full'
iter 18400:, hard_loss_metric=0.28954968, full_loss_metric=0.18608540, full_loss_num=29538.91015625, mean_dist=3.42815304, lr=0.000100, hard or full='full'
iter 18600:, hard_loss_metric=0.29368195, full_loss_metric=0.18658918, full_loss_num=30423.01562500, mean_dist=3.41041207, lr=0.000100, hard or full='full'
iter 18800:, hard_loss_metric=0.29240486, full_loss_metric=0.18907145, full_loss_num=30569.41796875, mean_dist=3.44605827, lr=0.000100, hard or full='full'
iter 19000:, hard_loss_metric=0.29240406, full_loss_metric=0.18775649, full_loss_num=30506.38085938, mean_dist=3.41668797, lr=0.000100, hard or full='full'
iter 19200:, hard_loss_metric=0.28925332, full_loss_metric=0.18858291, full_loss_num=29851.02929688, mean_dist=3.48250914, lr=0.000100, hard or full='full'
iter 19400:, hard_loss_metric=0.28961647, full_loss_metric=0.18825205, full_loss_num=30028.31054688, mean_dist=3.53361320, lr=0.000100, hard or full='full'
iter 19600:, hard_loss_metric=0.29115987, full_loss_metric=0.19091645, full_loss_num=30158.90429688, mean_dist=3.47265315, lr=0.000100, hard or full='full'
iter 19800:, hard_loss_metric=0.29374784, full_loss_metric=0.19093090, full_loss_num=29864.80664062, mean_dist=3.56112432, lr=0.000100, hard or full='full'
0:17:42.042791
iter 20000:, hard_loss_metric=0.28943652, full_loss_metric=0.18836099, full_loss_num=29926.35546875, mean_dist=3.56198597, lr=0.000100, hard or full='full'
iter 20200:, hard_loss_metric=0.28739130, full_loss_metric=0.18802969, full_loss_num=30130.63476562, mean_dist=3.58938169, lr=0.000100, hard or full='full'
iter 20400:, hard_loss_metric=0.28988194, full_loss_metric=0.18983288, full_loss_num=30075.23046875, mean_dist=3.60573649, lr=0.000100, hard or full='full'
iter 20600:, hard_loss_metric=0.28417102, full_loss_metric=0.18850768, full_loss_num=30103.88671875, mean_dist=3.65655088, lr=0.000100, hard or full='full'
iter 20800:, hard_loss_metric=0.28767666, full_loss_metric=0.19223846, full_loss_num=30235.70507812, mean_dist=3.65035796, lr=0.000100, hard or full='full'
iter 21000:, hard_loss_metric=0.28043777, full_loss_metric=0.18614715, full_loss_num=29961.07031250, mean_dist=3.67726922, lr=0.000100, hard or full='full'
iter 21200:, hard_loss_metric=0.28656197, full_loss_metric=0.18980734, full_loss_num=30505.82812500, mean_dist=3.63103390, lr=0.000100, hard or full='full'
iter 21400:, hard_loss_metric=0.28400823, full_loss_metric=0.18907556, full_loss_num=30276.81445312, mean_dist=3.69453764, lr=0.000100, hard or full='full'
iter 21600:, hard_loss_metric=0.28475282, full_loss_metric=0.19087982, full_loss_num=29606.94726562, mean_dist=3.74122000, lr=0.000100, hard or full='full'
iter 21800:, hard_loss_metric=0.28320405, full_loss_metric=0.19073658, full_loss_num=30881.51953125, mean_dist=3.67286777, lr=0.000100, hard or full='full'
0:17:02.581410
iter 22000:, hard_loss_metric=0.28026456, full_loss_metric=0.18939084, full_loss_num=30256.52929688, mean_dist=3.68407154, lr=0.000100, hard or full='full'
iter 22200:, hard_loss_metric=0.27869815, full_loss_metric=0.18834476, full_loss_num=30138.17187500, mean_dist=3.73314977, lr=0.000100, hard or full='full'
iter 22400:, hard_loss_metric=0.28400472, full_loss_metric=0.19138847, full_loss_num=30107.28906250, mean_dist=3.72689342, lr=0.000100, hard or full='full'
iter 22600:, hard_loss_metric=0.27670196, full_loss_metric=0.18724811, full_loss_num=29617.74218750, mean_dist=3.82417059, lr=0.000100, hard or full='full'
iter 22800:, hard_loss_metric=0.27706808, full_loss_metric=0.18749180, full_loss_num=29848.33593750, mean_dist=3.83728051, lr=0.000100, hard or full='full'
iter 23000:, hard_loss_metric=0.27678454, full_loss_metric=0.18467987, full_loss_num=30501.35546875, mean_dist=3.82311392, lr=0.000100, hard or full='full'
iter 23200:, hard_loss_metric=0.27409047, full_loss_metric=0.18662281, full_loss_num=29674.49023438, mean_dist=3.80160952, lr=0.000100, hard or full='full'
iter 23400:, hard_loss_metric=0.27618587, full_loss_metric=0.19125088, full_loss_num=29561.73437500, mean_dist=3.92820859, lr=0.000100, hard or full='full'
iter 23600:, hard_loss_metric=0.27747634, full_loss_metric=0.18764696, full_loss_num=29753.65234375, mean_dist=3.83832264, lr=0.000100, hard or full='full'
iter 23800:, hard_loss_metric=0.28068441, full_loss_metric=0.19487745, full_loss_num=29500.67968750, mean_dist=3.93536282, lr=0.000100, hard or full='full'
0:17:02.199210
iter 24000:, hard_loss_metric=0.27789140, full_loss_metric=0.18905887, full_loss_num=29164.33593750, mean_dist=3.94196868, lr=0.000100, hard or full='full'
iter 24200:, hard_loss_metric=0.27383694, full_loss_metric=0.18505648, full_loss_num=29902.24414062, mean_dist=3.98229647, lr=0.000100, hard or full='full'
iter 24400:, hard_loss_metric=0.27475184, full_loss_metric=0.18698445, full_loss_num=30220.81445312, mean_dist=3.95600057, lr=0.000100, hard or full='full'
iter 24600:, hard_loss_metric=0.27997470, full_loss_metric=0.19138542, full_loss_num=30242.44921875, mean_dist=3.92957997, lr=0.000100, hard or full='full'
iter 24800:, hard_loss_metric=0.27275211, full_loss_metric=0.18673943, full_loss_num=29790.76562500, mean_dist=3.99173832, lr=0.000100, hard or full='full'
iter 25000:, hard_loss_metric=0.27833679, full_loss_metric=0.18891163, full_loss_num=29744.55078125, mean_dist=4.00370550, lr=0.000100, hard or full='full'
iter 25200:, hard_loss_metric=0.27581099, full_loss_metric=0.18739940, full_loss_num=30063.57812500, mean_dist=3.93225217, lr=0.000100, hard or full='full'
iter 25400:, hard_loss_metric=0.27432072, full_loss_metric=0.19172505, full_loss_num=29821.21679688, mean_dist=4.02741385, lr=0.000100, hard or full='full'
iter 25600:, hard_loss_metric=0.27389976, full_loss_metric=0.18910474, full_loss_num=29670.09570312, mean_dist=3.97758770, lr=0.000100, hard or full='full'
iter 25800:, hard_loss_metric=0.27143171, full_loss_metric=0.18678391, full_loss_num=29687.04492188, mean_dist=4.07813883, lr=0.000100, hard or full='full'
0:17:01.729733
iter 26000:, hard_loss_metric=0.27371860, full_loss_metric=0.18884391, full_loss_num=30337.20507812, mean_dist=3.99000072, lr=0.000100, hard or full='full'
iter 26200:, hard_loss_metric=0.27114689, full_loss_metric=0.18862681, full_loss_num=30340.31054688, mean_dist=4.03260422, lr=0.000100, hard or full='full'
iter 26400:, hard_loss_metric=0.27403620, full_loss_metric=0.18660927, full_loss_num=30155.41796875, mean_dist=4.10169983, lr=0.000100, hard or full='full'
iter 26600:, hard_loss_metric=0.27182630, full_loss_metric=0.18986526, full_loss_num=29942.78515625, mean_dist=4.11213064, lr=0.000100, hard or full='full'
iter 26800:, hard_loss_metric=0.27232051, full_loss_metric=0.18734682, full_loss_num=29956.62500000, mean_dist=4.07465076, lr=0.000100, hard or full='full'
iter 27000:, hard_loss_metric=0.27270886, full_loss_metric=0.19023971, full_loss_num=29524.77539062, mean_dist=4.12219286, lr=0.000100, hard or full='full'
iter 27200:, hard_loss_metric=0.27288559, full_loss_metric=0.19152117, full_loss_num=29912.29687500, mean_dist=4.07460070, lr=0.000100, hard or full='full'
iter 27400:, hard_loss_metric=0.27086362, full_loss_metric=0.18944092, full_loss_num=29840.08593750, mean_dist=4.13423681, lr=0.000100, hard or full='full'
iter 27600:, hard_loss_metric=0.26839465, full_loss_metric=0.18218304, full_loss_num=29884.80078125, mean_dist=4.14003372, lr=0.000100, hard or full='full'
iter 27800:, hard_loss_metric=0.27033192, full_loss_metric=0.18741253, full_loss_num=30500.72265625, mean_dist=4.14927435, lr=0.000100, hard or full='full'
0:17:01.564223
iter 28000:, hard_loss_metric=0.26923406, full_loss_metric=0.18654422, full_loss_num=30246.25976562, mean_dist=4.19691515, lr=0.000100, hard or full='full'
iter 28200:, hard_loss_metric=0.27477494, full_loss_metric=0.19110589, full_loss_num=30420.52539062, mean_dist=4.16284370, lr=0.000100, hard or full='full'
iter 28400:, hard_loss_metric=0.26787046, full_loss_metric=0.18415906, full_loss_num=30286.98046875, mean_dist=4.17071104, lr=0.000100, hard or full='full'
iter 28600:, hard_loss_metric=0.26810071, full_loss_metric=0.18372364, full_loss_num=30637.03906250, mean_dist=4.13623238, lr=0.000100, hard or full='full'
iter 28800:, hard_loss_metric=0.27038085, full_loss_metric=0.18851484, full_loss_num=29873.22265625, mean_dist=4.20289755, lr=0.000100, hard or full='full'
iter 29000:, hard_loss_metric=0.26613957, full_loss_metric=0.18594463, full_loss_num=29519.24023438, mean_dist=4.25383043, lr=0.000100, hard or full='full'
iter 29200:, hard_loss_metric=0.26917848, full_loss_metric=0.18969105, full_loss_num=29782.52929688, mean_dist=4.26410151, lr=0.000100, hard or full='full'
iter 29400:, hard_loss_metric=0.27084553, full_loss_metric=0.18664025, full_loss_num=30234.81250000, mean_dist=4.24810171, lr=0.000100, hard or full='full'
iter 29600:, hard_loss_metric=0.27242872, full_loss_metric=0.19449620, full_loss_num=29945.15429688, mean_dist=4.31520367, lr=0.000100, hard or full='full'
iter 29800:, hard_loss_metric=0.26790076, full_loss_metric=0.18815601, full_loss_num=29661.08984375, mean_dist=4.31940317, lr=0.000100, hard or full='full'
0:17:03.180392
iter 30000:, hard_loss_metric=0.27482450, full_loss_metric=0.19112125, full_loss_num=30404.25000000, mean_dist=4.30621958, lr=0.000100, hard or full='full'
iter 30200:, hard_loss_metric=0.26718348, full_loss_metric=0.18856268, full_loss_num=29774.41992188, mean_dist=4.34427357, lr=0.000100, hard or full='full'
iter 30400:, hard_loss_metric=0.26492292, full_loss_metric=0.18505031, full_loss_num=29898.25976562, mean_dist=4.33877182, lr=0.000100, hard or full='full'
iter 30600:, hard_loss_metric=0.26642597, full_loss_metric=0.18789096, full_loss_num=29642.77929688, mean_dist=4.38448286, lr=0.000100, hard or full='full'
iter 30800:, hard_loss_metric=0.26756367, full_loss_metric=0.18002783, full_loss_num=29705.10546875, mean_dist=4.42362833, lr=0.000100, hard or full='full'
iter 31000:, hard_loss_metric=0.26314807, full_loss_metric=0.18271193, full_loss_num=29573.41406250, mean_dist=4.42723322, lr=0.000100, hard or full='full'
iter 31200:, hard_loss_metric=0.27330843, full_loss_metric=0.19318487, full_loss_num=29654.06250000, mean_dist=4.48430634, lr=0.000100, hard or full='full'
iter 31400:, hard_loss_metric=0.26973647, full_loss_metric=0.19272983, full_loss_num=29856.16015625, mean_dist=4.42691183, lr=0.000100, hard or full='full'
iter 31600:, hard_loss_metric=0.26292259, full_loss_metric=0.18166858, full_loss_num=29989.67968750, mean_dist=4.41468430, lr=0.000100, hard or full='full'
iter 31800:, hard_loss_metric=0.26578239, full_loss_metric=0.18748051, full_loss_num=29795.98046875, mean_dist=4.41476059, lr=0.000100, hard or full='full'
0:17:01.758240
iter 32000:, hard_loss_metric=0.26752347, full_loss_metric=0.18299752, full_loss_num=30071.54492188, mean_dist=4.47766590, lr=0.000100, hard or full='full'
iter 32200:, hard_loss_metric=0.26464486, full_loss_metric=0.18276867, full_loss_num=29826.89453125, mean_dist=4.49103403, lr=0.000100, hard or full='full'
iter 32400:, hard_loss_metric=0.26477388, full_loss_metric=0.18686834, full_loss_num=30488.50000000, mean_dist=4.46669483, lr=0.000100, hard or full='full'
iter 32600:, hard_loss_metric=0.26673308, full_loss_metric=0.18825059, full_loss_num=30361.33007812, mean_dist=4.47074842, lr=0.000100, hard or full='full'
iter 32800:, hard_loss_metric=0.26216736, full_loss_metric=0.18194163, full_loss_num=30516.71289062, mean_dist=4.46641350, lr=0.000100, hard or full='full'
iter 33000:, hard_loss_metric=0.26750049, full_loss_metric=0.18558073, full_loss_num=30481.92773438, mean_dist=4.48391247, lr=0.000100, hard or full='full'
iter 33200:, hard_loss_metric=0.26670963, full_loss_metric=0.18660377, full_loss_num=30121.91992188, mean_dist=4.55684996, lr=0.000100, hard or full='full'
iter 33400:, hard_loss_metric=0.26842630, full_loss_metric=0.18769576, full_loss_num=30939.60937500, mean_dist=4.46668816, lr=0.000100, hard or full='full'
iter 33600:, hard_loss_metric=0.26739660, full_loss_metric=0.18769176, full_loss_num=30376.22460938, mean_dist=4.47765398, lr=0.000100, hard or full='full'
iter 33800:, hard_loss_metric=0.26409015, full_loss_metric=0.18269111, full_loss_num=29948.97070312, mean_dist=4.55185127, lr=0.000100, hard or full='full'
0:17:01.231426
iter 34000:, hard_loss_metric=0.26816490, full_loss_metric=0.18045737, full_loss_num=30019.62695312, mean_dist=4.59043837, lr=0.000100, hard or full='full'
iter 34200:, hard_loss_metric=0.26445481, full_loss_metric=0.18307136, full_loss_num=29268.62695312, mean_dist=4.66922426, lr=0.000100, hard or full='full'
iter 34400:, hard_loss_metric=0.26524609, full_loss_metric=0.18138000, full_loss_num=30150.88671875, mean_dist=4.56612062, lr=0.000100, hard or full='full'
iter 34600:, hard_loss_metric=0.26158130, full_loss_metric=0.17770261, full_loss_num=29590.67773438, mean_dist=4.61127996, lr=0.000100, hard or full='full'
iter 34800:, hard_loss_metric=0.26824912, full_loss_metric=0.18803757, full_loss_num=30148.66406250, mean_dist=4.61795950, lr=0.000100, hard or full='full'
